channel,config_name,fold,n_samples,yaw_exact_acc,pitch_exact_acc,yaw_circular_mae_deg,pitch_mae_deg,yaw_within_1_bins_rate,pitch_within_1_bins_rate,yaw_within_2_bins_rate,pitch_within_2_bins_rate,yaw_within_3_bins_rate,pitch_within_3_bins_rate,yaw_within_6_bins_rate,pitch_within_6_bins_rate,yaw_coarse_30deg_acc,yaw_coarse_45deg_acc,pitch_coarse_30deg_acc,pitch_coarse_45deg_acc,yaw_cmae_min,yaw_cmae_p25,yaw_cmae_median,yaw_cmae_p75,yaw_cmae_p90,yaw_cmae_max,yaw_cmae_mean,yaw_cmae_std
C2,P_pixelfrac_3d,1,555,0.0,0.021621621621621623,142.06306306306305,73.27027027027027,0.021621621621621623,0.06666666666666667,0.025225225225225224,0.11531531531531532,0.025225225225225224,0.15135135135135136,0.025225225225225224,0.2810810810810811,0.0,0.025225225225225224,0.12972972972972974,0.209009009009009,5.0,125.0,160.0,175.0,180.0,180.0,142.06306306306305,41.90428374310972
C2,P_pixelfrac_3d,2,518,0.0,0.03088803088803089,98.01158301158301,76.73745173745174,0.07142857142857142,0.07528957528957529,0.14285714285714285,0.10617760617760617,0.21428571428571427,0.14092664092664092,0.42857142857142855,0.23745173745173745,0.14285714285714285,0.5,0.10424710424710425,0.1583011583011583,5.0,20.0,100.0,175.0,180.0,180.0,98.01158301158301,78.36963119495377
C2,P_pixelfrac_3d,3,518,0.0,0.032818532818532815,43.07915057915058,48.851351351351354,0.07142857142857142,0.10617760617760617,0.14092664092664092,0.16988416988416988,0.20656370656370657,0.22972972972972974,0.36293436293436293,0.3996138996138996,0.25868725868725867,0.25868725868725867,0.1776061776061776,0.3127413127413127,5.0,20.0,45.0,60.0,70.0,120.0,43.07915057915058,25.644727262034223
C2,P_pixelfrac_3d,4,518,0.0,0.015444015444015444,147.83783783783784,76.15830115830116,0.055984555984555984,0.04826254826254826,0.09073359073359073,0.08108108108108109,0.10231660231660232,0.11003861003861004,0.10617760617760617,0.21621621621621623,0.0,0.0,0.07528957528957529,0.11776061776061776,5.0,130.0,175.0,180.0,180.0,180.0,147.83783783783784,53.60333322450006
C2,R_ratio_2d,0,555,0.0,0.018018018018018018,62.01801801801801,60.00900900900901,0.0,0.05765765765765766,0.0,0.08828828828828829,0.01981981981981982,0.12252252252252252,0.25585585585585585,0.27387387387387385,0.12972972972972974,0.23423423423423423,0.10270270270270271,0.14774774774774774,15.0,30.0,55.0,87.5,105.0,180.0,62.01801801801802,32.69955560267277
C2,R_ratio_2d,1,555,0.0,0.02702702702702703,89.38738738738738,61.0990990990991,0.0,0.07027027027027027,0.0,0.10270270270270271,0.01981981981981982,0.15495495495495495,0.12972972972972974,0.3099099099099099,0.0,0.0990990990990991,0.13873873873873874,0.1981981981981982,15.0,45.0,65.0,150.0,175.0,180.0,89.38738738738739,55.28699424651239
C2,R_ratio_2d,2,518,0.0,0.032818532818532815,98.0019305019305,58.90926640926641,0.0,0.0888030888030888,0.015444015444015444,0.14671814671814673,0.02702702702702703,0.21428571428571427,0.0888030888030888,0.3938223938223938,0.055984555984555984,0.0,0.2277992277992278,0.24517374517374518,10.0,65.0,100.0,135.0,150.0,180.0,98.0019305019305,43.68426110268817
C2,R_ratio_2d,3,518,0.0,0.021235521235521235,37.5,47.48069498069498,0.07142857142857142,0.0694980694980695,0.14285714285714285,0.11776061776061776,0.21428571428571427,0.16988416988416988,0.42857142857142855,0.3436293436293436,0.2857142857142857,0.2857142857142857,0.138996138996139,0.21235521235521235,5.0,20.0,37.5,55.0,65.0,70.0,37.5,20.155644370746373
C2,R_ratio_2d,4,518,0.0,0.02895752895752896,133.82239382239382,70.18339768339769,0.015444015444015444,0.07335907335907337,0.025096525096525095,0.11003861003861004,0.03474903474903475,0.16602316602316602,0.09073359073359073,0.3281853281853282,0.0,0.0,0.17374517374517376,0.23552123552123552,5.0,120.0,145.0,170.0,175.0,180.0,133.82239382239382,45.19865333165893
C2,R_ratio_3d,0,555,0.0,0.01981981981981982,49.42342342342342,66.15315315315316,0.06486486486486487,0.04684684684684685,0.13153153153153152,0.08108108108108109,0.1963963963963964,0.12972972972972974,0.3981981981981982,0.2594594594594595,0.1963963963963964,0.3945945945945946,0.08648648648648649,0.13693693693693693,5.0,20.0,40.0,85.0,100.0,180.0,49.42342342342342,34.33317140245629
C2,R_ratio_3d,1,555,0.0,0.036036036036036036,94.1081081081081,63.738738738738746,0.0,0.0972972972972973,0.014414414414414415,0.14054054054054055,0.032432432432432434,0.18198198198198198,0.08648648648648649,0.3153153153153153,0.0,0.08648648648648649,0.11891891891891893,0.1873873873873874,10.0,45.0,75.0,145.0,170.0,180.0,94.10810810810811,53.15765288634092
C2,R_ratio_3d,2,518,0.0,0.04054054054054054,104.2953667953668,57.133204633204635,0.0,0.10424710424710425,0.007722007722007722,0.17567567567567569,0.017374517374517374,0.2413127413127413,0.08301158301158301,0.444015444015444,0.05405405405405406,0.0,0.2606177606177606,0.2972972972972973,10.0,80.0,105.0,135.0,155.0,180.0,104.29536679536679,43.19900544222641
C2,R_ratio_3d,3,518,0.0,0.025096525096525095,37.5,90.35714285714286,0.07142857142857142,0.05019305019305019,0.14285714285714285,0.07528957528957529,0.21428571428571427,0.10231660231660232,0.42857142857142855,0.18532818532818532,0.2857142857142857,0.2857142857142857,0.03088803088803089,0.03861003861003861,5.0,20.0,37.5,55.0,65.0,70.0,37.5,20.155644370746373
